id,npc_name,strategy_status,level,base1_x,base1_y,base2_x,base2_y,adjacency,lord_name,scheduled_time,comment,updated_by,event_id,created_at,conquered,conqueror_type,adjacent_own,adjacent_other
67,許昌：南東砦89,未攻略,4,1264,-60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
68,許昌：南東砦90,未攻略,4,1264,-72,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
69,許昌：北西砦10,未攻略,3,1144,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
70,許昌：北西砦106,未攻略,5,1168,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
71,許昌：北西砦107,未攻略,5,1144,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
72,許昌：北西砦108,未攻略,5,1132,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
73,許昌：北西砦109,未攻略,5,1120,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
74,許昌：北西砦11,未攻略,3,1132,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
75,許昌：北西砦12,未攻略,3,1120,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
76,許昌：北西砦126,未攻略,5,1120,48,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
77,許昌：北西砦127,未攻略,5,1120,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
78,許昌：北西砦128,未攻略,5,1120,12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
79,許昌：北西砦129,未攻略,5,1120,0,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
80,許昌：北西砦13,未攻略,3,1096,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
81,許昌：北西砦14,未攻略,3,1084,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
82,許昌：北西砦15,未攻略,3,1072,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
83,許昌：北西砦44,未攻略,3,1072,96,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
84,許昌：北西砦45,未攻略,3,1072,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
85,許昌：北西砦46,未攻略,3,1072,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
86,許昌：北西砦47,未攻略,3,1072,48,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
87,許昌：北西砦48,未攻略,3,1072,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
88,許昌：北西砦49,未攻略,3,1072,12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
89,許昌：北西砦50,未攻略,3,1072,0,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
90,許昌：北西砦63,未攻略,4,1168,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
91,許昌：北西砦64,未攻略,4,1156,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
92,許昌：北西砦65,未攻略,4,1144,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
93,許昌：北西砦66,未攻略,4,1120,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
94,許昌：北西砦67,未攻略,4,1108,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
95,許昌：北西砦68,未攻略,4,1096,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
96,許昌：北西砦9,未攻略,3,1168,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
97,許昌：北西砦91,未攻略,4,1096,72,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
98,許昌：北西砦92,未攻略,4,1096,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
99,許昌：北西砦93,未攻略,4,1096,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
100,許昌：北西砦94,未攻略,4,1096,24,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
101,許昌：北西砦95,未攻略,4,1096,12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
102,許昌：北東砦1,未攻略,3,1288,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
103,許昌：北東砦101,未攻略,5,1240,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
104,許昌：北東砦102,未攻略,5,1228,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
105,許昌：北東砦103,未攻略,5,1216,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
106,許昌：北東砦104,未攻略,5,1192,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
107,許昌：北東砦105,未攻略,5,1180,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
108,許昌：北東砦119,未攻略,5,1240,48,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
109,許昌：北東砦120,未攻略,5,1240,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
110,許昌：北東砦121,未攻略,5,1240,12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
111,許昌：北東砦122,未攻略,5,1240,0,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
112,許昌：北東砦2,未攻略,3,1276,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
113,許昌：北東砦3,未攻略,3,1264,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
114,許昌：北東砦31,未攻略,3,1288,96,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
115,許昌：北東砦32,未攻略,3,1288,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
116,許昌：北東砦33,未攻略,3,1288,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
117,許昌：北東砦34,未攻略,3,1288,48,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
118,許昌：北東砦35,未攻略,3,1288,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
119,許昌：北東砦36,未攻略,3,1288,12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
120,許昌：北東砦37,未攻略,3,1288,0,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
121,許昌：北東砦4,未攻略,3,1240,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
122,許昌：北東砦5,未攻略,3,1228,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
123,許昌：北東砦57,未攻略,4,1264,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
124,許昌：北東砦58,未攻略,4,1252,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
125,許昌：北東砦59,未攻略,4,1240,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
126,許昌：北東砦6,未攻略,3,1216,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
127,許昌：北東砦60,未攻略,4,1216,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
128,許昌：北東砦61,未攻略,4,1204,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
129,許昌：北東砦62,未攻略,4,1192,84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
130,許昌：北東砦7,未攻略,3,1192,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
131,許昌：北東砦8,未攻略,3,1180,108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
132,許昌：北東砦81,未攻略,4,1264,72,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
133,許昌：北東砦82,未攻略,4,1264,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
134,許昌：北東砦83,未攻略,4,1264,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
135,許昌：北東砦84,未攻略,4,1264,24,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
136,許昌：北東砦85,未攻略,4,1264,12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
137,三碧：南西砦10,未攻略,5,1128,-261,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
138,三碧：南西砦11,未攻略,5,1116,-261,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
139,三碧：南西砦12,未攻略,5,1104,-261,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
140,三碧：南西砦19,未攻略,5,1104,-237,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
141,三碧：南西砦20,未攻略,5,1104,-249,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
142,三碧：南東砦15,未攻略,5,1176,-237,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
143,三碧：南東砦16,未攻略,5,1176,-249,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
144,三碧：南東砦7,未攻略,5,1176,-261,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
145,三碧：南東砦8,未攻略,5,1164,-261,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
146,三碧：南東砦9,未攻略,5,1152,-261,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
147,三碧：北西砦17,未攻略,5,1104,-201,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
148,三碧：北西砦18,未攻略,5,1104,-213,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
149,三碧：北西砦4,未攻略,5,1128,-189,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
150,三碧：北西砦5,未攻略,5,1116,-189,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
151,三碧：北西砦6,未攻略,5,1104,-189,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
152,三碧：北東砦1,未攻略,5,1176,-189,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
153,三碧：北東砦13,未攻略,5,1176,-201,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
154,三碧：北東砦14,未攻略,5,1176,-213,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
155,三碧：北東砦2,未攻略,5,1164,-189,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
156,三碧：北東砦3,未攻略,5,1152,-189,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
157,震宮：南西砦10,未攻略,5,1128,189,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
158,震宮：南西砦11,未攻略,5,1116,189,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
159,震宮：南西砦12,未攻略,5,1104,189,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
160,震宮：南西砦19,未攻略,5,1104,213,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
161,震宮：南西砦20,未攻略,5,1104,201,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
162,震宮：南東砦15,未攻略,5,1176,213,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
163,震宮：南東砦16,未攻略,5,1176,201,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
164,震宮：南東砦7,未攻略,5,1176,189,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
165,震宮：南東砦8,未攻略,5,1164,189,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
166,震宮：南東砦9,未攻略,5,1152,189,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
167,震宮：北西砦17,未攻略,5,1104,249,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
168,震宮：北西砦18,未攻略,5,1104,237,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
169,震宮：北西砦4,未攻略,5,1128,261,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
170,震宮：北西砦5,未攻略,5,1116,261,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
171,震宮：北西砦6,未攻略,5,1104,261,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
172,震宮：北東砦1,未攻略,5,1176,261,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
173,震宮：北東砦13,未攻略,5,1176,249,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
174,震宮：北東砦14,未攻略,5,1176,237,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
175,震宮：北東砦2,未攻略,5,1164,261,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
176,震宮：北東砦3,未攻略,5,1152,261,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
177,青龍：南西砦15,未攻略,4,838,-60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
178,青龍：南西砦16,未攻略,4,814,-60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
179,青龍：南西砦17,未攻略,4,802,-60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
180,青龍：南西砦18,未攻略,4,790,-60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
181,青龍：南西砦30,未攻略,4,790,-12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
182,青龍：南西砦31,未攻略,4,790,-36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
183,青龍：南西砦32,未攻略,4,790,-48,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
184,青龍：南西砦42,未攻略,5,838,-36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
185,青龍：南西砦43,未攻略,5,826,-36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
186,青龍：南西砦44,未攻略,5,814,-36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
187,青龍：南西砦51,未攻略,5,814,-12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
188,青龍：南西砦52,未攻略,5,814,-24,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
189,青龍：南東砦10,未攻略,4,910,-60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
190,青龍：南東砦11,未攻略,4,898,-60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
191,青龍：南東砦12,未攻略,4,886,-60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
192,青龍：南東砦13,未攻略,4,862,-60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
193,青龍：南東砦14,未攻略,4,850,-60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
194,青龍：南東砦23,未攻略,4,910,-12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
195,青龍：南東砦24,未攻略,4,910,-36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
196,青龍：南東砦25,未攻略,4,910,-48,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
197,青龍：南東砦39,未攻略,5,886,-36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
198,青龍：南東砦40,未攻略,5,874,-36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
199,青龍：南東砦41,未攻略,5,862,-36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
200,青龍：南東砦47,未攻略,5,886,-12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
201,青龍：南東砦48,未攻略,5,886,-24,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
202,青龍：北西砦26,未攻略,4,790,48,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
203,青龍：北西砦27,未攻略,4,790,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
204,青龍：北西砦28,未攻略,4,790,12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
205,青龍：北西砦29,未攻略,4,790,0,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
206,青龍：北西砦36,未攻略,5,838,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
207,青龍：北西砦37,未攻略,5,826,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
208,青龍：北西砦38,未攻略,5,814,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
209,青龍：北西砦49,未攻略,5,814,24,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
210,青龍：北西砦50,未攻略,5,814,12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
211,青龍：北西砦6,未攻略,4,838,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
212,青龍：北西砦7,未攻略,4,814,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
213,青龍：北西砦8,未攻略,4,802,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
214,青龍：北西砦9,未攻略,4,790,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
215,青龍：北東砦1,未攻略,4,910,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
216,青龍：北東砦19,未攻略,4,910,48,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
217,青龍：北東砦2,未攻略,4,898,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
218,青龍：北東砦20,未攻略,4,910,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
219,青龍：北東砦21,未攻略,4,910,12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
220,青龍：北東砦22,未攻略,4,910,0,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
221,青龍：北東砦3,未攻略,4,886,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
222,青龍：北東砦33,未攻略,5,886,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
223,青龍：北東砦34,未攻略,5,874,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
224,青龍：北東砦35,未攻略,5,862,36,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
225,青龍：北東砦4,未攻略,4,862,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
226,青龍：北東砦45,未攻略,5,886,24,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
227,青龍：北東砦46,未攻略,5,886,12,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
228,青龍：北東砦5,未攻略,4,850,60,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
229,南東砦1006,未攻略,3,877,-84,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
230,南東砦1007,未攻略,1,878,-129,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
231,南東砦1008,未攻略,2,882,-176,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
232,南東砦1009,未攻略,5,883,-218,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
233,南東砦1010,未攻略,4,883,-260,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
234,南東砦1011,未攻略,1,881,-305,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
235,南東砦1012,未攻略,4,884,-350,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
236,南東砦1013,未攻略,5,878,-396,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
237,南東砦1034,未攻略,3,900,-108,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
238,南東砦1035,未攻略,2,903,-156,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
239,南東砦1036,未攻略,2,900,-195,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
240,南東砦1037,未攻略,3,899,-241,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
241,南東砦1038,未攻略,4,905,-290,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
242,南東砦1039,未攻略,4,906,-329,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
243,南東砦1040,未攻略,3,899,-377,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
244,南東砦1061,未攻略,2,928,-87,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
245,南東砦1062,未攻略,3,927,-136,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
246,南東砦1063,未攻略,3,928,-180,,,,,,,,e1,2026-02-22 15:20:27.828105+00,,,,
